"uniqueID","StudyID_IDALL","Authors","Year","Title","Citation","Unit_analysis","Study_design","Case_countries","Continent","Worldbank_national_income_group","Synthetic_fertiliser_category","Water_source","All_services_average_percent_transf","All_services_average","Yield","Recoded_aspect_of_yield","Freshwater","Fuelwood","Fiber","Biochemicals","Genetic_resources","Climate_regulation","Disease_regulation","Pest_regulation","Water_regulation","Water_purification","Pollination","Soil_formation","Nutrient_cycling","Aspect of Nutrient cycling measured","Primary_production","Biodiversity_composition_spp_occurrence_abunndance","Biodiversity_structure_habitat","Biodiversity_functions_processes_soil_organic_carbon","Recoded_spect_of_function","Econ_wellbeing_average_percent_transf","Econ_wellbeing_average","Profit","Financial_security","Physical_capital","Savings_labour_cost","Combined_ecological_social_outcome"
289,528,"Sarkar R.K., Sanyal S.R.",2000,"Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land","Sarkar, R. K., & Sanyal, S. R. (2000). Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land. Indian Journal of Agronomy, 45(3), 545-550.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",35.413534,1.35413534,"1.35413534","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.9038902,1.109038902,"1.109038902",NA,"NA","NA","Win-Win"
290,733,"Shah TM, Tasawwar S, Bhat MA, Otterpohl R.",2021,"Intercropping in Rice Farming under the System of Rice Intensification-An Agroecological Strategy for Weed Control, Better Yield, Increased Returns, and Social-Ecological Sustainability","Shah, T. M., Tasawwar, S., Bhat, M. A., & Otterpohl, R. (2021). Intercropping in Rice Farming under the System of Rice Intensification-An Agroecological Strategy for Weed Control, Better Yield, Increased Returns, and Social-Ecological Sustainability. Agronomy-Basel, 11(5), 21. doi:10.3390/agronomy11051010","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",41.0670398573573,1.41067039857357,"1.3188025477707006","Non-legume yield only","NA","NA","NA","NA","NA","NA","NA","1.6529175050301812","NA","NA","NA","NA","1.0042715097402597","NA","1.6666900317531526","NA","NA","NA","NA",57.1970068935719,1.57197006893572,"1.571970068935719","NA","NA","NA","Win-Win"
291,732,"Shahzad M, Hussain M, Farooq M, Farooq S, Jabran K, Nawaz A.",2017,"Economic assessment of conventional and conservation tillage practices in different wheat-based cropping systems of Punjab, Pakistan.","Shahzad, M., Hussain, M., Farooq, M., Farooq, S., Jabran, K., & Nawaz, A. (2017). Economic assessment of conventional and conservation tillage practices in different wheat-based cropping systems of Punjab, Pakistan. Environmental Science and Pollution Research, 24(31), 24634-24643. doi:10.1007/s11356-017-0136-6","Plot","Experiment (research station)","Pakistan","Asia","LMIC","Synthetic - below threshold","irrigation",-0.326241490625045,0.99673758509375,"0.99673758509374955","Non-legume yield only","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1158.2313795777,12.582313795777,"23.675085336835973","1.4895422547180825","NA","NA","Lose-Win"
292,539,"Sharma A.R., Behera U.K.",2009,"Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system","Sharma, A., Sharma, J. J., Rana, M. C., & Sood, S. (2006). Evaluation of Phaseolus vulgaris as intercrop with vegetables for enhancing productivity system and profitability under high hill dry temperate conditions of north-western Himalayas. Indian Journal of Agricultural Sciences, 76(1), 29-32.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",32.5788098,1.325788098,"1.0824952940000001","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.94","Actual change over initial KMnO4-N (kg ha-1)","NA","NA","NA","0.95486899999999997","Carbon",-4.2735,0.957265,"0.95726500000000003","NA","Negative","NA","Mix-Mix"
293,539,"Sharma A.R., Behera U.K.",2009,"Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system","Sharma, A., Sharma, J. J., Rana, M. C., & Sood, S. (2006). Evaluation of Phaseolus vulgaris as intercrop with vegetables for enhancing productivity system and profitability under high hill dry temperate conditions of north-western Himalayas. Indian Journal of Agricultural Sciences, 76(1), 29-32.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",147.201800095438,2.47201800095438,"1.229925736829891","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5.16","Actual change over initial KMnO4-N (kg ha-1)","NA","NA","NA","1.0261282660332542","Carbon",3.41880341880343,1.03418803418803,"1.0341880341880343","NA","Negative","NA","Win-Mix"
294,539,"Sharma A.R., Behera U.K.",2009,"Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system","Sharma, A., Sharma, J. J., Rana, M. C., & Sood, S. (2006). Evaluation of Phaseolus vulgaris as intercrop with vegetables for enhancing productivity system and profitability under high hill dry temperate conditions of north-western Himalayas. Indian Journal of Agricultural Sciences, 76(1), 29-32.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",79.6283260266356,1.79628326026636,"1.0918426549083315","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3.2399999999999998","Actual change over initial KMnO4-N (kg ha-1)","NA","NA","NA","1.0570071258907363","Carbon",-3.41880341880342,0.965811965811966,"0.96581196581196582","NA","Negative","NA","Win-Mix"
295,539,"Sharma A.R., Behera U.K.",2009,"Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system","Sharma, A., Sharma, J. J., Rana, M. C., & Sood, S. (2006). Evaluation of Phaseolus vulgaris as intercrop with vegetables for enhancing productivity system and profitability under high hill dry temperate conditions of north-western Himalayas. Indian Journal of Agricultural Sciences, 76(1), 29-32.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",84.9948239911378,1.84994823991138,"1.1562105154586009","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3.3200000000000003","Actual change over initial KMnO4-N (kg ha-1)","NA","NA","NA","1.0736342042755345","Carbon",-8.54700854700854,0.914529914529915,"0.91452991452991461","NA","Negative","NA","Win-Mix"
296,539,"Sharma A.R., Behera U.K.",2009,"Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system","Sharma, A., Sharma, J. J., Rana, M. C., & Sood, S. (2006). Evaluation of Phaseolus vulgaris as intercrop with vegetables for enhancing productivity system and profitability under high hill dry temperate conditions of north-western Himalayas. Indian Journal of Agricultural Sciences, 76(1), 29-32.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",114.018257567215,2.14018257567215,"1.0754170856862897","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4.3","Actual change over initial KMnO4-N (kg ha-1)","NA","NA","NA","1.0451306413301662","Carbon",-10.2564102564102,0.897435897435898,"0.89743589743589758","NA","Negative","NA","Win-Mix"
297,540,"Sharma K.C.",2018,"Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india","Sharma, K. C. (2018). Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india. Indian Journal of Agronomy, 63(1), 32-38.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",0.768514666666675,1.00768514666667,"0.98635824000000005","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.0366972000000001","Increased nitrogen uptake by plants (kg/ha)","1","NA","NA","NA","NA",-4.02859,0.9597141,"0.95971410000000001","NA","Negative","NA","Mix-Mix"
298,540,"Sharma K.C.",2018,"Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india","Sharma, K. C. (2018). Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india. Indian Journal of Agronomy, 63(1), 32-38.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",-0.870532666666668,0.991294673333333,"0.94439501999999997","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.0294890000000001","Increased nitrogen uptake by plants (kg/ha)","1","NA","NA","NA","NA",-8.67445999999999,0.9132554,"0.91325540000000005","NA","Positive","NA","Mix-Mix"
299,542,"Sharma N.K., Singh R.J., Mandal D., Kumar A., Alam N.M., Keesstra S.",2017,"Increasing farmer's income and reducing soil erosion using intercropping in rainfed maize-wheat rotation of Himalaya, India","Sharma, N. K., Singh, R. J., Mandal, D., Kumar, A., Alam, N. M., & Keesstra, S. (2017). Increasing farmer’s income and reducing soil erosion using intercropping in rainfed maize-wheat rotation of Himalaya, India. Agriculture, Ecosystems & Environment, 247, 43-53. doi:10.1016/j.agee.2017.06.026","Plot","Experiment (on farm)","India","Asia","LMIC","Synthetic - below threshold","rainfed",27.0483210071983,1.27048321007198,"1.1299999999999999","Non-legume yield only","NA","NA","NA","NA","NA","NA","NA","NA","1.26","NA","NA","1.43","1.1039705433455431","Reduced nitrogen loss (kg/ha)","NA","NA","NA","1.4284455070143736","Carbon",17.194941911361,1.17194941911361,"1.1719494191136104","NA","NA","NA","Win-Win"
300,546,"Sharma S.K., Singh J.",2014,"Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions","Sharma, S. K., & Singh, J. (2014). Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions. Indian Journal of Agricultural Sciences, 84(3), 432-435.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",25.92927,1.2592927,"1.6237854","Equivalent yield","NA","NA","NA","0.89480000000000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",522.965313,6.22965313,"6.22965313","NA","NA","NA","Mix-Win"
301,546,"Sharma S.K., Singh J.",2014,"Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions","Sharma, S. K., & Singh, J. (2014). Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions. Indian Journal of Agricultural Sciences, 84(3), 432-435.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",12.33113,1.1233113,"1.3704225999999999","Equivalent yield","NA","NA","NA","0.87619999999999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",262.222899,3.62222899,"3.62222899","NA","NA","NA","Mix-Win"
302,546,"Sharma S.K., Singh J.",2014,"Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions","Sharma, S. K., & Singh, J. (2014). Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions. Indian Journal of Agricultural Sciences, 84(3), 432-435.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",6.78165499999999,1.06781655,"1.3026331","Equivalent yield","NA","NA","NA","0.83299999999999996","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",202.822351,3.02822351,"3.0282235100000001","NA","NA","NA","Mix-Win"
303,546,"Sharma S.K., Singh J.",2014,"Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions","Sharma, S. K., & Singh, J. (2014). Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions. Indian Journal of Agricultural Sciences, 84(3), 432-435.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",4.00127000000001,1.0400127,"1.3273254000000001","Equivalent yield","NA","NA","NA","0.75270000000000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",223.269276,3.23269276,"3.2326927599999999","NA","NA","NA","Mix-Win"
304,731,"Shivaramu HS, Shivashankar K.",1992,"PERFORMANCE OF SUNFLOWER (HELIANTHUS-ANNUUS) AND SOYBEAN (GLYCINE-MAX) IN INTERCROPPING WITH DIFFERENT PLANT-POPULATIONS AND PLANTING PATTERNS","Shivaramu, H. S., & Shivashankar, K. (1992). PERFORMANCE OF SUNFLOWER (HELIANTHUS-ANNUUS) AND SOYBEAN (GLYCINE-MAX) IN INTERCROPPING WITH DIFFERENT PLANT-POPULATIONS AND PLANTING PATTERNS. Indian Journal of Agronomy, 37(2), 231-236.","Plot","Experiment (research station)","India","Asia","LMIC","Unknown","rainfed",25.5294839901869,1.25529483990187,"1.1970066132962061","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.3135830665075319","NA","NA","NA","NA",44.8672738628277,1.44867273862828,"1.4486727386282774","NA","NA","NA","Win-Win"
306,560,"Singh A., Tanwar S.P.S., Meghwal P.R., Saxena A., Kumar M.",2018,"Assessing productivity and profitability of a rejuvenated ber (Ziziphus mauritiana) based agri-horti system under arid rainfed conditions","Singh, A., Tanwar, S. P. S., Meghwal, P. R., Saxena, A., & Kumar, M. (2018). Assessing productivity and profitability of a rejuvenated ber (Ziziphus mauritiana) based agri-horti system under arid rainfed conditions. Indian Journal of Agricultural Sciences, 88(4), 573-578.","Plot","Experiment (research station)","India","Asia","LMIC","No synthetic","rainfed",10.63282,1.1063282,"1.2629045000000001","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.0214270999999999","Effect of spacing, ber variety and intercrops on soil
properties (P2O5)","NA","NA","NA","1.034653","Carbon",48.1695063,1.481695063,"1.4816950630000001","NA","NA","NA","Win-Win"
307,563,"Singh B., Dhaka A.K., Kumar S., Singh S., Kumar M.",2017,"Land, biological and economic evaluation of intercropping systems involving barley (Hordeum vulgare), Indian mustard (Brassica juncea) and chickpea (Cicer arietinum) under different spatial arrangements","Singh, B., Dhaka, A. K., Kumar, S., Singh, S., & Kumar, M. (2017). Land, biological and economic evaluation of intercropping systems involving barley (Hordeum vulgare), Indian mustard (Brassica juncea) and chickpea (Cicer arietinum) under different spatial arrangements. Indian Journal of Agronomy, 62(4), 443-450.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",-2.32501732501733,0.976749826749827,"0.89674289674289687","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.0567567567567566","NA","NA","NA","NA",1.73775671406002,1.0173775671406,"1.0173775671406002","NA","NA","NA","Mix-Win"
308,564,"Singh B.B., Ajeigbe H.",2007,"Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa","Singh, B. B., & Ajeigbe, H. (2007). Improved Cowpea-Cereals-Based Cropping Systems for Household Food Security and Poverty Reduction in West Africa. Journal of Crop Improvement, 19(1-2), 157-172. doi:10.1300/J411v19n01_08","Plot","Experiment (research station)","Nigeria","Africa","LMIC","Synthetic - below threshold","rainfed",-17.892504,0.82107496,"0.82107496000000002","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",34.2054691,1.342054691,"1.342054691","NA","NA","NA","Lose-Mix"
309,564,"Singh B.B., Ajeigbe H.",2007,"Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa","Singh, B. B., & Ajeigbe, H. (2007). Improved Cowpea-Cereals-Based Cropping Systems for Household Food Security and Poverty Reduction in West Africa. Journal of Crop Improvement, 19(1-2), 157-172. doi:10.1300/J411v19n01_09","Plot","Experiment (research station)","Nigeria","Africa","LMIC","Synthetic - below threshold","rainfed",-1.64776800000001,0.98352232,"0.98352231999999995","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",65.2636712,1.652636712,"1.6526367120000001","NA","NA","NA","Lose-Mix"
310,564,"Singh B.B., Ajeigbe H.",2007,"Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa","Singh, B. B., & Ajeigbe, H. (2007). Improved Cowpea-Cereals-Based Cropping Systems for Household Food Security and Poverty Reduction in West Africa. Journal of Crop Improvement, 19(1-2), 157-172. doi:10.1300/J411v19n01_10","Farm","Experiment (on farm)","Nigeria","Africa","LMIC","Synthetic - below threshold","rainfed",6.54641499999999,1.06546415,"1.0654641499999999","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",41.5435044,1.415435044,"1.4154350440000001","NA","NA","NA","Win-Win"
311,564,"Singh B.B., Ajeigbe H.",2007,"Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa","Singh, B. B., & Ajeigbe, H. (2007). Improved Cowpea-Cereals-Based Cropping Systems for Household Food Security and Poverty Reduction in West Africa. Journal of Crop Improvement, 19(1-2), 157-172. doi:10.1300/J411v19n01_11","Farm","Experiment (on farm)","Nigeria","Africa","LMIC","Synthetic - below threshold","rainfed",22.393,1.22393,"1.22393","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",128.6728464,2.286728464,"2.2867284639999998","NA","NA","NA","Win-Win"
312,564,"Singh B.B., Ajeigbe H.",2007,"Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa","Singh, B. B., & Ajeigbe, H. (2007). Improved Cowpea-Cereals-Based Cropping Systems for Household Food Security and Poverty Reduction in West Africa. Journal of Crop Improvement, 19(1-2), 157-172. doi:10.1300/J411v19n01_12","Farm","Experiment (on farm)","Nigeria","Africa","LMIC","Synthetic - below threshold","rainfed",279.435364,3.79435364,"3.7943536400000002","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",276.8846784,3.768846784,"3.7688467839999999","NA","Positive","NA","Win-Win"
313,564,"Singh B.B., Ajeigbe H.",2007,"Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa","Singh, B. B., & Ajeigbe, H. (2007). Improved Cowpea-Cereals-Based Cropping Systems for Household Food Security and Poverty Reduction in West Africa. Journal of Crop Improvement, 19(1-2), 157-172. doi:10.1300/J411v19n01_13","Farm","Experiment (on farm)","Nigeria","Africa","LMIC","Synthetic - below threshold","rainfed",181.400084,2.81400084,"2.8140008399999998","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",244.1132347,3.441132347,"3.4411323469999999","NA","Positive","NA","Win-Win"
314,567,"Singh L., Singh J.K., Chand L., Hasan B.",2009,"Productivity, economics and competitive indices of lentil (Lens Culinaris)-based intercropping systems in Kashmir valley","Singh, L., Singh, J. K., Chand, L., & Hasan, B. (2009). Productivity, economics and competitive indices of lentil (Lens Culinaris)-based intercropping systems in Kashmir valley. Indian Journal of Agronomy, 54(3), 291-295.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",12.402591068705,1.12402591068705,"1.15599173553719","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.0920600858369101","NA","NA","NA","NA",11.9837385908198,1.1198373859082,"1.2383086515978174","NA","1.0013661202185791","NA","Win-Win"
315,567,"Singh L., Singh J.K., Chand L., Hasan B.",2009,"Productivity, economics and competitive indices of lentil (Lens Culinaris)-based intercropping systems in Kashmir valley","Singh, L., Singh, J. K., Chand, L., & Hasan, B. (2009). Productivity, economics and competitive indices of lentil (Lens Culinaris)-based intercropping systems in Kashmir valley. Indian Journal of Agronomy, 54(3), 291-295.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",15.9992857461721,1.15999285746172,"1.3625730994152048","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.95741261550823631","NA","NA","NA","NA",23.3382408658124,1.23338240865812,"1.5322175732217573","NA","0.93454724409448997","NA","Mix-Mix"
316,570,"Singh R.J., Ahlawat I.P.S.",2015,"Energy budgeting and carbon footprint of transgenic cotton–wheat production system through peanut intercropping and FYM addition","Singh, R. J., & Ahlawat, I. P. S. (2015). Energy budgeting and carbon footprint of transgenic cotton-wheat production system through peanut intercropping and FYM addition. Environmental Monitoring and Assessment, 187(5), 16. doi:10.1007/s10661-015-4516-4","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",23.1512583333333,1.23151258333333,"1.1596","Cumulative grain yield","NA","NA","1.0769200000000001","NA","NA","NA","1.5","Positive","NA","NA","NA","NA","1.3664259999999999","KMnO4-N content of soil","1.2416851","NA","NA","1.0444443999999999","Carbon",7.12035546666667,1.07120355466667,"1.2637362640000001","NA","0.92194480000000001","1.0279296","Mix-Mix"
317,574,"Singh S.P., Lal S.S.",2013,"Evaluation of different cropping systems for their productivity and sustainability in Madhya Pradesh","Singh, S. P., & Lal, S. S. (2013). Evaluation of different cropping systems for their productivity and sustainability in Madhya Pradesh. Potato Journal, 40(2), 149-154.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",66.8968823880973,1.66896882388097,"1.2637540453074434","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.1168831168831168","Nitrogen uptake","3.1619047999999998","NA","NA","1.1333333333333335","Carbon",23.5902299,1.235902299,"1.2359022989999999","NA","NA","NA","Win-Win"
318,575,"Singh U., Singh S.R., Saad A.A., Khanday B.A., Singh J.K.",2011,"Yield advantage, reciprosity functions and energy budgeting of lentil (Lens culinaris) + oat (Avena sativa) intercropping under varying row ratio and phosphorus management",NA,"Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",17.9342163442101,1.1793421634421,"1.1839080459770115","Equivalent yield","NA","NA","NA","NA","NA","1.0372093023255815","NA","NA","1.2247706422018347","NA","NA","NA","1.2655367231638417","Phosphorus uptake by system","1.1852861035422342","NA","NA","NA","NA",11.2036153937089,1.11203615393709,"1.2404815742834443","NA","0.98359073359073368","NA","Win-Mix"
319,577,"Singh V.P., Singh V.K.",2001,"Productivity potential and economics of maize (Zea mays) and soybean (Glycine max) intercroping patterns under rainfed low hill or valley situation of Uttaranchal","Singh, U., Singh, S. R., Saad, A. A., Khanday, B. A., & Singh, J. K. (2011). Yield advantage, reciprosity functions and energy budgeting of lentil (Lens culinaris) + oat (Avena sativa) intercropping under varying row ratio and phosphorus management. Indian Journal of Agricultural Sciences, 81(3), 219-225.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",30.5925925925926,1.30592592592593,"1.3059259259259262","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",59.5138888888889,1.59513888888889,"1.5951388888888889","NA","NA","NA","Win-Win"
320,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,"Biodiversity can support a greener revolution in Africa","Snapp, S. S., Blackie, M. J., Gilbert, R. A., Bezner-Kerr, R., & Kanyama-Phiri, G. Y. (2010). Biodiversity can support a greener revolution in Africa. Proc Natl Acad Sci U S A, 107(48), 20840-20845. doi:10.1073/pnas.1007199107","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",-12.7457705,0.872542295,"0.74508459000000005","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",43.4316354,1.434316354,"1.4343163539999999","NA","NA","NA","Mix-Mix"
321,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,"Biodiversity can support a greener revolution in Africa","Snapp, S. S., Blackie, M. J., Gilbert, R. A., Bezner-Kerr, R., & Kanyama-Phiri, G. Y. (2010). Biodiversity can support a greener revolution in Africa. Proc Natl Acad Sci U S A, 107(48), 20840-20845. doi:10.1073/pnas.1007199108","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",17.5811615,1.175811615,"0.85162322999999995","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.5","NA","NA","NA","NA",-48.5254692,0.514745308,"0.51474530799999996","NA","NA","NA","Mix-Mix"
322,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,"Biodiversity can support a greener revolution in Africa","Snapp, S. S., Blackie, M. J., Gilbert, R. A., Bezner-Kerr, R., & Kanyama-Phiri, G. Y. (2010). Biodiversity can support a greener revolution in Africa. Proc Natl Acad Sci U S A, 107(48), 20840-20845. doi:10.1073/pnas.1007199109","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",10.69385,1.1069385,"0.96387699999999998","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.25","NA","NA","NA","NA",0,1,"1","NA","NA","NA","Mix-Mix"
323,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,"Biodiversity can support a greener revolution in Africa","Snapp, S. S., Blackie, M. J., Gilbert, R. A., Bezner-Kerr, R., & Kanyama-Phiri, G. Y. (2010). Biodiversity can support a greener revolution in Africa. Proc Natl Acad Sci U S A, 107(48), 20840-20845. doi:10.1073/pnas.1007199110","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",84.06577825,1.8406577825,"0.89379653000000003","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3.4444444000000001","Mean residue nitrogen content (kg/ha)","2.0243902","NA","NA","1","Carbon",82.111437,1.82111437,"1.8211143700000001","NA","NA","NA","Mix-Win"
324,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,"Biodiversity can support a greener revolution in Africa","Snapp, S. S., Blackie, M. J., Gilbert, R. A., Bezner-Kerr, R., & Kanyama-Phiri, G. Y. (2010). Biodiversity can support a greener revolution in Africa. Proc Natl Acad Sci U S A, 107(48), 20840-20845. doi:10.1073/pnas.1007199111","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",76.20274025,1.7620274025,"0.84019851000000001","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3.0555555999999999","Mean residue nitrogen content (kg/ha)","2.0975609999999998","NA","NA","1.0547945000000001","Carbon",-5.5718475,0.944281525,"0.94428152499999995","NA","NA","NA","Mix-Mix"
325,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,"Biodiversity can support a greener revolution in Africa","Snapp, S. S., Blackie, M. J., Gilbert, R. A., Bezner-Kerr, R., & Kanyama-Phiri, G. Y. (2010). Biodiversity can support a greener revolution in Africa. Proc Natl Acad Sci U S A, 107(48), 20840-20845. doi:10.1073/pnas.1007199112","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",5.1226325,1.051226325,"1.10245265","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",185.0241546,2.850241546,"2.8502415459999999","NA","NA","NA","Mix-Win"
