"uniqueID","StudyID_IDALL","Authors","Year","Title","Citation","Unit_analysis","Study_design","Case_countries","Continent","Worldbank_national_income_group","Synthetic_fertiliser_category","Water_source","Prov_services_average_percent_transf","Prov_services_average","Yield","Recoded_aspect_of_yield","Freshwater","Fuelwood","Fiber","Biochemicals","Genetic_resources","Econ_wellbeing_average_percent_transf","Econ_wellbeing_average","Profit","Financial_security","Physical_capital","Savings_labour_cost","Combined_ecological_social_outcome"
351,622,"Tonitto C., Ricker-Gilbert J.E.",2016,"Nutrient management in African sorghum cropping systems: applying meta-analysis to assess yield and profitability","Tonitto, C., & Ricker-Gilbert, J. E. (2016). Nutrient management in African sorghum cropping systems: applying meta-analysis to assess yield and profitability. Agronomy for Sustainable Development, 36(1), 1-19. doi:10.1007/s13593-015-0336-12","Farm","Review (meta-analysis) of experiments","Ethiopia","Africa","LIC","Unknown","rainfed",-38.4615384615385,0.615384615384615,0.615384615384615,"Non-legume yield only","NA","NA","NA","NA","NA",-17.8082191780822,0.821917808219178,"0.82191780821917804","NA","NA","NA","Lose-Lose"
352,622,"Tonitto C., Ricker-Gilbert J.E.",2016,"Nutrient management in African sorghum cropping systems: applying meta-analysis to assess yield and profitability","Tonitto, C., & Ricker-Gilbert, J. E. (2016). Nutrient management in African sorghum cropping systems: applying meta-analysis to assess yield and profitability. Agronomy for Sustainable Development, 36(1), 1-19. doi:10.1007/s13593-015-0336-13","Farm","Review (meta-analysis) of experiments","Zimbabwe","Africa","LMIC","Unknown","rainfed",-39.6551724137931,0.603448275862069,0.603448275862069,"Non-legume yield only","NA","NA","NA","NA","NA",42.1052631578947,1.42105263157895,"1.4210526315789473","NA","NA","NA","Lose-Win"
353,626,"Tripathi S.C., Singh R.P.",2008,"Effect of crop diversification on productivity and profitability of rice (Oryza sativa) - Wheat (triticum aestivum) cropping system","Tripathi, S. C., & Singh, R. P. (2008). Effect of crop diversification on productivity and profitability of rice (Oryza sativa) - Wheat (triticum aestivum) cropping system. Indian Journal of Agronomy, 53(1), 27-31.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",2.84995808885162,1.02849958088852,1.02849958088852,"Equivalent yield","NA","NA","NA","NA","NA",34.4262295081967,1.34426229508197,"1.3442622950819672","NA","NA","NA","Win-Win"
354,626,"Tripathi S.C., Singh R.P.",2008,"Effect of crop diversification on productivity and profitability of rice (Oryza sativa) - Wheat (triticum aestivum) cropping system","Tripathi, S. C., & Singh, R. P. (2008). Effect of crop diversification on productivity and profitability of rice (Oryza sativa) - Wheat (triticum aestivum) cropping system. Indian Journal of Agronomy, 53(1), 27-31.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",27.9128248113998,1.279128248114,1.279128248114,"Equivalent yield","NA","NA","NA","NA","NA",38.9344262295082,1.38934426229508,"1.389344262295082","NA","NA","NA","Win-Win"
355,631,"ul Haq M.I., Ahmad R., Jabbar A., Khalid M.",2018,"The effect of different planting techniques on productivity and profitability of barley-lentil intercrops under semi-arid subtropical climate","ul Haq, M. I., Ahmad, R., Jabbar, A., & Khalid, M. (2018). The effect of different planting techniques on productivity and profitability of barley-lentil intercrops under semi-arid subtropical climate. International Journal of Agriculture and Biology, 20(11), 2437-2445. doi:10.17957/IJAB/15.0787","Plot","Experiment (research station)","Pakistan","Asia","LMIC","Synthetic - below threshold","irrigation",13.89157,1.1389157,1.1389157,"Cumulative grain yield","NA","NA","NA","NA","NA",217.7909763,3.177909763,"3.1779097630000002","NA","Negative","Negative","Win-Mix"
357,647,"Wade M.K., Sanchez P.A.",1984,"Productive potential of an annual intercropping scheme in the Amazon","Wade, M. K., & Sanchez, P. A. (1984). Productive potential of an annual intercropping scheme in the Amazon. Field Crops Research, 9(C), 253-263. doi:10.1016/0378-4290(84)90030-3","Plot","Experiment (on farm)","Peru","South America","UMIC","Synthetic - below threshold","rainfed",-27.027483,0.72972517,0.72972517,"Cumulative grain yield","NA","NA","NA","NA","NA",28.7509239,1.287509239,"1.287509239","Positive","NA","NA","Mix-Win"
358,647,"Wade M.K., Sanchez P.A.",1984,"Productive potential of an annual intercropping scheme in the Amazon","Wade, M. K., & Sanchez, P. A. (1984). Productive potential of an annual intercropping scheme in the Amazon. Field Crops Research, 9(C), 253-263. doi:10.1016/0378-4290(84)90030-4","Plot","Experiment (on farm)","Peru","South America","UMIC","Synthetic - below threshold","rainfed",-30.489355,0.69510645,0.69510645,"Cumulative grain yield","NA","NA","NA","NA","NA",78.0776846846847,1.78077684684685,"1.7807768468468466","Positive","NA","NA","Mix-Win"
359,720,"Walburger AM, McKenzie RH, Seward K, Ulrich K",2004,"The economics of sustainable agriculture alternatives on the semiarid Canadian prairies: The case for legumes and organic amendments","Walburger, A. M., McKenzie, R. H., Seward, K., & Ulrich, K. (2004). The economics of sustainable agriculture alternatives on the semiarid Canadian prairies: The case for legumes and organic amendments. Journal of Sustainable Agriculture, 24(3), 51-69. doi:10.1300/J064v24n03_05","Plot","Experiment (research station)","Canada","North America","HIC","Synthetic - below threshold","rainfed",44.3045262969434,1.44304526296943,1.44304526296943,"Cumulative grain yield","NA","NA","NA","NA","NA",9.93288716807863,1.09932887168079,"1.2362774902324212","Positive","0.96238025312915143","NA","Win-Mix"
360,666,"Workayehu T., Wortmann C.S.",2011,"Maize-bean intercrop weed suppression and profitability in Southern Ethiopia","Workayehu, T., & Wortmann, C. S. (2011). Maize-Bean Intercrop Weed Suppression and Profitability in Southern Ethiopia. Agronomy Journal, 103(4), 1058-1063. doi:10.2134/agronj2010.0493","Plot","Experiment (research station)","Ethiopia","Africa","LIC","Synthetic - below threshold","rainfed",3.06671700000001,1.03066717,1.03066717,"Cumulative grain yield","NA","NA","NA","NA","NA",10.4110539,1.104110539,"1.1041105389999999","Positive","NA","NA","Mix-Win"
361,668,"Worku W., Temeche D., Gossa R., Abate B.",2021,"Agronomic management options to enhance adoption of maize–common bean–common bean sequential intercropping in southern Ethiopia","Worku, W., Temeche, D., Gossa, R., & Abate, B. (2021). Agronomic management options to enhance adoption of maize–common bean–common bean sequential intercropping in southern Ethiopia. Journal of Crop Science and Biotechnology, 24(3), 307-318. doi:10.1007/s12892-020-00078-x","Plot","Experiment (research station)","Ethiopia","Africa","LIC","Synthetic - below threshold","rainfed",25.403226,1.25403226,1.25403226,"Cumulative grain yield","NA","NA","NA","NA","NA",30,1.3,"1.3","NA","NA","Negative","Win-Mix"
362,671,"Xing H., Liu D.L., Li G., Wang B., Anwar M.R., Crean J., Lines-Kelly R., Yu Q.",2017,"Incorporating grain legumes in cereal-based cropping systems to improve profitability in southern New South Wales, Australia","Xing, H., Liu, D. L., Li, G., Wang, B., Anwar, M. R., Crean, J., . . . Yu, Q. (2017). Incorporating grain legumes in cereal-based cropping systems to improve profitability in southern New South Wales, Australia. Agricultural Systems, 154, 112-123. doi:10.1016/j.agsy.2017.03.010","Plot","Experiment (on farm)","Australia","Australia","HIC","Synthetic - below threshold","rainfed",65.07051,1.6507051,1.6507051,"Non-legume yield only","NA","NA","NA","NA","NA",23.4022722,1.234022722,"1.234022722","NA","NA","NA","Win-Win"
363,671,"Xing H., Liu D.L., Li G., Wang B., Anwar M.R., Crean J., Lines-Kelly R., Yu Q.",2017,"Incorporating grain legumes in cereal-based cropping systems to improve profitability in southern New South Wales, Australia","Xing, H., Liu, D. L., Li, G., Wang, B., Anwar, M. R., Crean, J., . . . Yu, Q. (2017). Incorporating grain legumes in cereal-based cropping systems to improve profitability in southern New South Wales, Australia. Agricultural Systems, 154, 112-123. doi:10.1016/j.agsy.2017.03.011","Plot","Experiment (on farm)","Australia","Australia","HIC","Synthetic - below threshold","rainfed",54.60772,1.5460772,1.5460772,"Non-legume yield only","NA","NA","NA","NA","NA",17.0261858,1.170261858,"1.1702618579999999","NA","NA","NA","Win-Win"
364,673,"Yadav M.R., Parihar C.M., Jat S.L., Singh A.K., Kumar R., Yadav R.K., Kuri B.R., Parihar M.D., Yadav B., Verma A.P., Jat M.L.",2017,"Long term effect of legume intensified crop rotations and tillage practices on productivity and profitability of maize vis-a-vis soil fertility in North-Western Indo-Gangetic Plains of India","Yadav, M. R., Parihar, C. M., Jat, S. L., Singh, A. K., Kumar, R., Yadav, R. K., . . . Jat, M. L. (2017). Long term effect of legume intensified crop rotations and tillage practices on productivity and profitability of maize vis-a-vis soil fertility in North-Western Indo-Gangetic Plains of India. Legume Research, 40(2), 282-290. doi:10.18805/1r.v0i0.7583","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",12.441717791411,1.12441717791411,1.12441717791411,"Non-legume yield only","NA","NA","NA","NA","NA",20.8431857265692,1.20843185726569,"1.2084318572656922","NA","Negative","NA","Win-Mix"
365,676,"Yamoah C.F., Varvel G.E., Francis C.A., Waltman W.J.",1998,"Weather and management impact on crop yield variability in rotations","Yamoah, C. F., Francis, C. A., Varvel, G. E., & Waltman, W. J. (1998). Weather and Management Impact on Crop Yield Variability in Rotations. Journal of Production Agriculture, 11(2), 219-225. doi:10.2134/jpa1998.0219","Plot","Experiment (on farm)","USA","North America","HIC","Synthetic - below threshold","rainfed",61.9047619047619,1.61904761904762,1.61904761904762,"Non-legume yield only","NA","NA","NA","NA","NA",-30.2325581395349,0.697674418604651,"NA","0.69767441860465118","NA","NA","Win-Lose"
366,676,"Yamoah C.F., Varvel G.E., Francis C.A., Waltman W.J.",1998,"Weather and management impact on crop yield variability in rotations","Yamoah, C. F., Francis, C. A., Varvel, G. E., & Waltman, W. J. (1998). Weather and Management Impact on Crop Yield Variability in Rotations. Journal of Production Agriculture, 11(2), 219-225. doi:10.2134/jpa1998.0220","Plot","Experiment (on farm)","USA","North America","HIC","Synthetic - below threshold","rainfed",78,1.78,1.78,"Non-legume yield only","NA","NA","NA","NA","NA",-2.04081632653061,0.979591836734694,"NA","0.97959183673469385","NA","NA","Win-Lose"
367,715,"Yang CH, Fan ZL, Chai Q",2018,"Agronomic and Economic Benefits of Pea/Maize Intercropping Systems in Relation to N Fertilizer and Maize Density","Yang, C. H., Fan, Z. L., & Chai, Q. (2018). Agronomic and Economic Benefits of Pea/Maize Intercropping Systems in Relation to N Fertilizer and Maize Density. Agronomy-Basel, 8(4), 14. doi:10.3390/agronomy8040052","Plot","Experiment (research station)","China","Asia","UMIC","Synthetic - above threshold","irrigation",2.41163693600681,1.02411636936007,1.02411636936007,"Cumulative grain yield","NA","NA","NA","NA","NA",0.792505424244161,1.00792505424244,"1.0319950651483787","1.0023310940619468","NA","0.98944900351699894","Win-Mix"
368,682,"Yang X., Chen Y., Pacenka S., Gao W., Ma L., Wang G., Yan P., Sui P., Steenhuis T.S.",2015,"Effect of diversified crop rotations on groundwater levels and crop water productivity in the North China Plain","Yang, X., Chen, Y., Pacenka, S., Gao, W., Ma, L., Wang, G., . . . Steenhuis, T. S. (2015). Effect of diversified crop rotations on groundwater levels and crop water productivity in the North China Plain. Journal of Hydrology, 522, 428-438. doi:10.1016/j.jhydrol.2015.01.010","Plot","Experiment (on farm)","China","Asia","UMIC","Synthetic - below threshold","irrigation",32.2192710638926,1.32219271063893,1.32219271063893,"Cumulative grain yield","NA","NA","NA","NA","NA",15.7277332961149,1.15727733296115,"1.1572773329611494","NA","Positive","NA","Win-Win"
369,711,"Zentner RP, Campbell CA, Selles F, et al",2007,"Economics of spring wheat production systems using conventional tillage management in the Brown soil zone - Revisited","Zentner, R. P., Wall, D. D., Nagy, C. N., Smith, E. G., Young, D. L., Miller, P. R., . . . Derksen, D. A. (2002). Economics of crop diversification and soil tillage opportunities in the Canadian prairies. Agronomy Journal, 94(2), 216-230. doi:10.2134/agronj2002.0220","Plot","Experiment (research station)","Canada","North America","HIC","Synthetic - below threshold","rainfed",61.8681318681319,1.61868131868132,1.61868131868132,"Cumulative grain yield","NA","NA","NA","NA","NA",89.795918367347,1.89795918367347,"1.8979591836734695","NA","Negative","NA","Win-Mix"
370,710,"Zentner RP, Wall DD, Nagy CN, et al",2002,"Economics of crop diversification and soil tillage opportunities in the Canadian prairies","Zentner, R. P., Wall, D. D., Nagy, C. N., Smith, E. G., Young, D. L., Miller, P. R., . . . Derksen, D. A. (2002). Economics of crop diversification and soil tillage opportunities in the Canadian prairies. Agronomy Journal, 94(2), 216-230. doi:10.2134/agronj2002.0216","Farm","Experiment (on farm)","Canada","North America","HIC","Unknown","rainfed",14.307495341999,1.14307495341999,1.14307495341999,"Non-legume yield only","NA","NA","NA","NA","NA",263.283475783476,3.63283475783476,"3.632834757834758","NA","NA","NA","Win-Win"
371,710,"Zentner RP, Wall DD, Nagy CN, et al",2002,"Economics of crop diversification and soil tillage opportunities in the Canadian prairies","Zentner, R. P., Wall, D. D., Nagy, C. N., Smith, E. G., Young, D. L., Miller, P. R., . . . Derksen, D. A. (2002). Economics of crop diversification and soil tillage opportunities in the Canadian prairies. Agronomy Journal, 94(2), 216-230. doi:10.2134/agronj2002.0217","Farm","Experiment (on farm)","Canada","North America","HIC","Unknown","rainfed",15.8089140879355,1.15808914087936,1.15808914087936,"Non-legume yield only","NA","NA","NA","NA","NA",107.478632478632,2.07478632478632,"2.074786324786325","NA","NA","NA","Win-Win"
372,710,"Zentner RP, Wall DD, Nagy CN, et al",2002,"Economics of crop diversification and soil tillage opportunities in the Canadian prairies","Zentner, R. P., Wall, D. D., Nagy, C. N., Smith, E. G., Young, D. L., Miller, P. R., . . . Derksen, D. A. (2002). Economics of crop diversification and soil tillage opportunities in the Canadian prairies. Agronomy Journal, 94(2), 216-230. doi:10.2134/agronj2002.0218","Farm","Experiment (on farm)","Canada","North America","HIC","Unknown","rainfed",12.8659184130871,1.12865918413087,1.12865918413087,"Non-legume yield only","NA","NA","NA","NA","NA",239.74358974359,3.3974358974359,"3.3974358974358974","NA","NA","NA","Win-Win"
373,710,"Zentner RP, Wall DD, Nagy CN, et al",2002,"Economics of crop diversification and soil tillage opportunities in the Canadian prairies","Zentner, R. P., Wall, D. D., Nagy, C. N., Smith, E. G., Young, D. L., Miller, P. R., . . . Derksen, D. A. (2002). Economics of crop diversification and soil tillage opportunities in the Canadian prairies. Agronomy Journal, 94(2), 216-230. doi:10.2134/agronj2002.0219","Farm","Experiment (on farm)","Canada","North America","HIC","Unknown","rainfed",-15.4077284860743,0.845922715139257,0.845922715139257,"Non-legume yield only","NA","NA","NA","NA","NA",22.1690590111643,1.22169059011164,"1.2216905901116426","NA","NA","NA","Lose-Win"
374,709,"Zhang X, Chen T, Qi YK, et al",2022,"Optimization of Rice-Based Double-Cropping System with Conservation Practice Mitigates Carbon Emission While Ensuring Profitability","Zhang, X., Chen, T., Qi, Y. K., Yang, R. P., Deng, A. X., Wang, T. S., . . . Zhang, W. J. (2022). Optimization of Rice-Based Double-Cropping System with Conservation Practice Mitigates Carbon Emission While Ensuring Profitability. Agronomy-Basel, 12(4), 13. doi:10.3390/agronomy12040924","Plot","Experiment (research station)","China","Asia","UMIC","Synthetic - below threshold","rainfed",3.49341455014465,1.03493414550145,1.03451475564936,"Non-legume yield only","NA","NA","NA","1.0353535353535352","NA",351.338582677165,4.51338582677165,"4.5133858267716533","NA","NA","NA","Mix-Win"
